A	3	24	1
A	3	25	1
A	3	26	1
A	3	27	1
A	3	28	1
A	3	29	1
A	3	30	1
A	3	31	1
A	4	0	1
A	4	1	1
A	4	2	1
A	4	3	1
A	4	4	1
A	4	5	1
A	4	6	1
A	4	7	1
A	4	8	1
A	4	9	1
A	4	10	1
A	4	11	1
A	4	12	0
A	4	13	0
A	4	14	1
A	4	15	1
A	4	16	1
A	4	17	1
A	4	18	1
A	4	19	1
A	4	20	1
A	4	21	1
A	4	22	0
A	4	23	0
A	4	24	1
A	4	25	1
A	4	26	1
A	4	27	1
A	4	28	1
A	4	29	0
A	4	30	0
A	4	31	1
A	5	0	1
A	5	1	1
A	5	2	1
A	5	3	1
A	5	4	1
A	5	5	1
A	5	6	1
A	5	7	1
A	5	8	1
A	5	9	1
A	5	10	1
A	5	11	1
A	5	12	1
A	5	13	1
A	5	14	1
A	5	15	1
A	5	16	1
A	5	17	1
A	5	18	1
A	5	19	1
A	5	20	1
A	5	21	1
A	5	22	1
A	5	23	1
A	5	24	1
A	5	25	1
A	5	26	1
A	5	27	1
A	5	28	1
A	5	29	1
A	5	30	1
A	5	31	1
A	6	0	1
A	6	1	1
A	6	2	1
A	6	3	1
A	6	4	1
A	6	5	1
A	6	6	1
A	6	7	1
A	6	8	1
A	6	9	1
A	6	10	1
A	6	11	1
A	6	12	0
A	6	13	0
A	6	14	1
A	6	15	1
A	6	16	1
A	6	17	1
A	6	18	1
A	6	19	1
A	6	20	1
A	6	21	1
A	6	22	0
A	6	23	0
A	6	24	1
A	6	25	1
A	6	26	1
A	6	27	1
A	6	28	1
A	6	29	0
A	6	30	0
A	6	31	1
A	7	0	1
A	7	1	1
A	7	2	1
A	7	3	1
A	7	4	1
A	7	5	1
A	7	6	1
A	7	7	1
A	7	8	1
A	7	9	1
A	7	10	1
A	7	11	1
A	7	12	1
A	7	13	1
A	7	14	1
A	7	15	1
A	7	16	1
A	7	17	1
A	7	18	1
A	7	19	1
A	7	20	1
A	7	21	1
A	7	22	1
A	7	23	1
A	7	24	1
A	7	25	1
A	7	26	1
A	7	27	1
A	7	28	1
A	7	29	1
A	7	30	1
A	7	31	1
A	8	0	1
A	8	1	1
A	8	2	1
A	8	3	1
A	8	4	1
A	8	5	1
A	8	6	1
A	8	7	1
A	8	8	1
A	8	9	1
A	8	10	1
A	8	11	1
A	8	12	0
A	8	13	0
A	8	14	1
A	8	15	1
A	8	16	1
A	8	17	1
A	8	18	1
A	8	19	1
A	8	20	1
A	8	21	1
A	8	22	0
A	8	23	0
A	8	24	1
A	8	25	1
A	8	26	1
A	8	27	1
A	8	28	1
A	8	29	0
A	8	30	0
A	8	31	1
A	9	0	1
A	9	1	1
A	9	2	1
A	9	3	1
A	9	4	1
A	9	5	1
A	9	6	1
A	9	7	1
A	9	8	1
A	9	9	1
A	9	10	1
A	9	11	1
A	9	12	1
A	9	13	1
A	9	14	1
A	9	15	1
A	9	16	1
A	9	17	1
A	9	18	1
A	9	19	1
A	9	20	1
A	9	21	1
A	9	22	1
A	9	23	1
A	9	24	1
A	9	25	1
A	9	26	1
A	9	27	1
A	9	28	1
A	9	29	1
A	9	30	1
A	9	31	1
A	10	0	1
A	10	1	1
A	10	2	1
A	10	3	1
A	10	4	1
A	10	5	1
A	10	6	1
A	10	7	1
A	10	8	1
A	10	9	1
A	10	10	1
A	10	11	1
A	10	12	0
A	10	13	0
A	10	14	1
A	10	15	1
A	10	16	1
A	10	17	1
A	10	18	1
A	10	19	1
A	10	20	1
A	10	21	1
A	10	22	0
A	10	23	0
A	10	24	1
A	10	25	1
A	10	26	1
A	10	27	1
A	10	28	1
A	10	29	0
A	10	30	0
A	10	31	1
B	0	0	0
B	0	1	0
B	0	2	0
B	0	3	0
B	0	4	0
B	0	5	1
B	0	6	0
B	0	7	0
B	0	8	0
B	0	9	0
B	0	10	0
B	0	11	0
B	0	12	0
B	0	13	0
B	0	14	0
B	0	15	0
B	0	16	0
B	0	17	0
B	0	18	0
B	0	19	1
B	0	20	0
B	0	21	0
B	0	22	1
B	0	23	1
B	0	24	0
B	0	25	0
B	0	26	1
B	0	27	0
B	0	28	0
B	0	29	1
B	0	30	1
B	0	31	0
B	1	0	0
B	1	1	1
B	1	2	0
B	1	3	0
B	1	4	1
B	1	5	0
B	1	6	1
B	1	7	0
B	1	8	0
B	1	9	0
B	1	10	0
B	1	11	1
B	1	12	1
B	1	13	1
B	1	14	0
B	1	15	0
B	1	16	1
B	1	17	0
B	1	18	0
B	1	19	0
B	1	20	0
B	1	21	1
B	1	22	0
B	1	23	0
B	1	24	1
B	1	25	1
B	1	26	0
B	1	27	1
B	1	28	1
B	1	29	0
B	1	30	0
B	1	31	0
B	2	0	0
B	2	1	0
B	2	2	1
B	2	3	1
B	2	4	0
B	2	5	0
B	2	6	0
B	2	7	0
B	2	8	0
B	2	9	0
B	2	10	1
B	2	11	0
B	2	12	0
B	2	13	0
B	2	14	0
B	2	15	1
B	2	16	0
B	2	17	1
B	2	18	1
B	2	19	0
B	2	20	0
B	2	21	0
B	2	22	0
B	2	23	0
B	2	24	0
B	2	25	0
B	2	26	0
B	2	27	0
B	2	28	0
B	2	29	0
B	2	30	0
B	2	31	1
B	3	0	1
B	3	1	0
B	3	2	0
B	3	3	0
B	3	4	0
B	3	5	0
B	3	6	0
B	3	7	1
B	3	8	1
B	3	9	1
B	3	10	0
B	3	11	0
B	3	12	0
B	3	13	0
B	3	14	1
B	3	15	0
B	3	16	0
B	3	17	0
B	3	18	0
B	3	19	0
B	3	20	1
B	3	21	0
B	3	22	0
B	3	23	0
B	3	24	0
B	3	25	0
B	3	26	0
B	3	27	0
B	3	28	0
B	3	29	0
B	3	30	0
B	3	31	0
